PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_PILLAR;REQUIREMENTS_ATTRIBUTES_ARTICLE;REQUIREMENTS_ATTRIBUTES_ARTICLETITLE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art10;Financial entities shall have in place mechanisms to promptly detect anomalous activities, including ICT network performance issues and ICT-related incidents, and to identify potential single points of failure. Threat detection across compute, identity, storage and the API control plane is required for timely detection.;ICT Risk Management;Article 10;Detection;FAIL;Defender plan Defender for DNS from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/Dns;Defender plan DNS;defender_ensure_defender_for_dns_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;Defender plan Defender for KeyVaults from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/KeyVaults;Defender plan KeyVaults;defender_ensure_defender_for_keyvault_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art10;Financial entities shall have in place mechanisms to promptly detect anomalous activities, including ICT network performance issues and ICT-related incidents, and to identify potential single points of failure. Threat detection across compute, identity, storage and the API control plane is required for timely detection.;ICT Risk Management;Article 10;Detection;FAIL;Defender plan Defender for KeyVaults from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/KeyVaults;Defender plan KeyVaults;defender_ensure_defender_for_keyvault_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;Defender plan Defender for Open-Source Relational Databases from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/OpenSourceRelationalDatabases;Defender plan Open-Source Relational Databases;defender_ensure_defender_for_os_relational_databases_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;Defender plan Defender for Servers from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/VirtualMachines;Defender plan Servers;defender_ensure_defender_for_server_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art10;Financial entities shall have in place mechanisms to promptly detect anomalous activities, including ICT network performance issues and ICT-related incidents, and to identify potential single points of failure. Threat detection across compute, identity, storage and the API control plane is required for timely detection.;ICT Risk Management;Article 10;Detection;FAIL;Defender plan Defender for Servers from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/VirtualMachines;Defender plan Servers;defender_ensure_defender_for_server_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art18;Financial entities shall classify ICT-related incidents and shall determine their impact based on criteria such as the number of clients affected, duration, geographical spread, data losses, and criticality of the services affected. Severity-aware threat detection across the estate underpins this classification.;ICT-Related Incident Reporting;Article 18;Classification of ICT-related incidents and cyber threats;FAIL;Defender plan Defender for Servers from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/VirtualMachines;Defender plan Servers;defender_ensure_defender_for_server_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art45;Financial entities may exchange amongst themselves cyber threat information and intelligence, including indicators of compromise, tactics, techniques and procedures, cyber security alerts and configuration tools. Centralised threat detection, sensitive data discovery and trail-based intelligence enable participation in such information-sharing arrangements.;Information Sharing;Article 45;Information-sharing arrangements on cyber threat information and intelligence;FAIL;Defender plan Defender for Servers from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/VirtualMachines;Defender plan Servers;defender_ensure_defender_for_server_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;Defender plan Defender for SQL Server VMs from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/SqlServerVirtualMachines;Defender plan SQL Server VMs;defender_ensure_defender_for_sql_servers_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art10;Financial entities shall have in place mechanisms to promptly detect anomalous activities, including ICT network performance issues and ICT-related incidents, and to identify potential single points of failure. Threat detection across compute, identity, storage and the API control plane is required for timely detection.;ICT Risk Management;Article 10;Detection;FAIL;Defender plan Defender for SQL Server VMs from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/SqlServerVirtualMachines;Defender plan SQL Server VMs;defender_ensure_defender_for_sql_servers_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;Defender plan Defender for Storage Accounts from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/StorageAccounts;Defender plan Storage Accounts;defender_ensure_defender_for_storage_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;DORA-Art10;Financial entities shall have in place mechanisms to promptly detect anomalous activities, including ICT network performance issues and ICT-related incidents, and to identify potential single points of failure. Threat detection across compute, identity, storage and the API control plane is required for timely detection.;ICT Risk Management;Article 10;Detection;FAIL;Defender plan Defender for Storage Accounts from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/StorageAccounts;Defender plan Storage Accounts;defender_ensure_defender_for_storage_is_on;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
